Average_Cost_for_two,Table_booking,Online_delivery,delivering_now,Price_range,Aggregate_rating,Rating_color,Rating_text,Votes
2000,Yes,No,No,4,3.5,Yellow,Good,14
3500,Yes,No,No,4,3.6,Yellow,Good,261
4500,Yes,No,No,4,3.9,Yellow,Good,410
2500,Yes,No,No,4,3.6,Yellow,Good,49
1000,No,No,No,3,3.8,Yellow,Good,79
4000,Yes,No,No,4,3.9,Yellow,Good,290
4500,Yes,No,No,4,4,Green,Very Good,424
1500,Yes,No,No,3,3.1,Orange,Average,9
300,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,3.1,Orange,Average,5
600,No,Yes,No,2,2.6,Orange,Average,30
400,No,No,No,1,3.9,Yellow,Good,108
300,No,No,No,1,0,White,Not rated,0
350,No,No,No,1,3.1,Orange,Average,13
200,No,No,No,1,3.2,Orange,Average,12
300,No,No,No,1,3.8,Yellow,Good,266
300,No,No,No,1,0,White,Not rated,1
400,No,No,No,1,0,White,Not rated,0
800,No,No,No,2,0,White,Not rated,3
400,No,No,No,1,2.9,Orange,Average,36
500,No,No,No,2,2.8,Orange,Average,20
400,No,No,No,1,3,Orange,Average,4
1500,Yes,No,No,3,2.8,Orange,Average,68
300,No,No,No,1,2.9,Orange,Average,4
200,No,No,No,1,3.1,Orange,Average,26
300,No,Yes,No,1,3.4,Orange,Average,11
100,No,No,No,1,3.1,Orange,Average,18
200,No,Yes,No,1,3.2,Orange,Average,137
450,No,No,No,1,2.7,Orange,Average,8
350,No,Yes,No,1,2.8,Orange,Average,101
550,No,Yes,No,2,2.8,Orange,Average,103
950,Yes,Yes,No,2,3.1,Orange,Average,94
150,No,No,No,1,3.2,Orange,Average,22
100,No,No,No,1,2.6,Orange,Average,16
450,No,No,No,1,2.7,Orange,Average,56
650,No,No,No,2,3.3,Orange,Average,49
400,No,Yes,No,1,3.4,Orange,Average,60
200,No,Yes,No,1,3.4,Orange,Average,86
350,No,Yes,No,1,3.2,Orange,Average,51
400,No,Yes,No,1,3.3,Orange,Average,24
150,No,No,No,1,3.5,Yellow,Good,97
250,No,Yes,No,1,3.5,Yellow,Good,60
300,No,Yes,No,1,3.7,Yellow,Good,25
400,No,Yes,No,1,0,White,Not rated,3
500,No,No,No,2,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,1
500,No,No,No,2,0,White,Not rated,3
350,No,No,No,1,0,White,Not rated,0
500,Yes,No,No,2,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,2
100,No,No,No,1,0,White,Not rated,2
200,No,No,No,1,0,White,Not rated,3
350,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,1
150,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,2
200,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,1
400,No,No,No,1,0,White,Not rated,1
1200,Yes,Yes,No,3,2.4,Red,Poor,124
700,No,No,No,2,2.4,Red,Poor,113
400,No,Yes,No,1,2.4,Red,Poor,166
500,No,No,No,2,4.1,Green,Very Good,71
2000,No,No,No,4,3.2,Orange,Average,17
1000,No,No,No,3,3.4,Orange,Average,25
1200,No,No,No,3,3.8,Yellow,Good,20
3500,No,No,No,4,3.5,Yellow,Good,45
6500,No,No,No,4,4.4,Green,Very Good,2826
7000,No,No,No,4,4.1,Green,Very Good,188
400,No,No,No,1,3.2,Orange,Average,26
200,No,No,No,1,3.1,Orange,Average,10
500,No,No,No,2,3.2,Orange,Average,25
300,No,No,No,1,3.5,Yellow,Good,117
350,No,No,No,1,2.7,Orange,Average,11
100,No,No,No,1,3.1,Orange,Average,6
400,No,No,No,1,2.8,Orange,Average,9
300,No,Yes,No,1,3.1,Orange,Average,7
150,No,No,No,1,2.8,Orange,Average,41
450,No,No,No,1,3.1,Orange,Average,5
400,No,No,No,1,3.1,Orange,Average,13
600,No,Yes,No,2,2.7,Orange,Average,6
350,No,No,No,1,3.4,Orange,Average,59
300,No,No,No,1,3.1,Orange,Average,15
100,No,Yes,No,1,3.3,Orange,Average,18
350,No,Yes,No,1,3.1,Orange,Average,37
200,No,No,No,1,3.2,Orange,Average,14
400,No,No,No,1,3,Orange,Average,6
350,No,No,No,1,3.3,Orange,Average,60
300,No,No,No,1,3.4,Orange,Average,22
150,No,No,No,1,3.3,Orange,Average,10
600,No,Yes,No,2,3.4,Orange,Average,74
200,No,No,No,1,3.4,Orange,Average,25
2500,Yes,No,No,4,2.9,Orange,Average,14
800,Yes,Yes,No,2,2.7,Orange,Average,12
400,No,Yes,No,1,3,Orange,Average,9
300,No,No,No,1,2.6,Orange,Average,18
450,No,No,No,1,3.3,Orange,Average,68
250,No,No,No,1,3.1,Orange,Average,7
250,No,No,No,1,3,Orange,Average,4
400,No,Yes,No,1,2.9,Orange,Average,33
450,No,No,No,1,3.3,Orange,Average,11
400,No,No,No,1,3.2,Orange,Average,5
100,No,No,No,1,3.2,Orange,Average,38
500,No,Yes,No,2,3.2,Orange,Average,23
550,No,No,No,2,3.1,Orange,Average,14
500,No,No,No,2,2.9,Orange,Average,8
400,No,No,No,1,3.1,Orange,Average,9
250,No,No,No,1,2.9,Orange,Average,8
600,No,Yes,No,2,2.9,Orange,Average,57
200,No,No,No,1,3.4,Orange,Average,17
300,No,No,No,1,3.3,Orange,Average,14
250,No,No,No,1,3,Orange,Average,6
300,No,No,No,1,2.9,Orange,Average,14
200,No,No,No,1,3,Orange,Average,6
450,No,No,No,1,2.9,Orange,Average,16
450,No,Yes,No,1,2.5,Orange,Average,9
300,No,No,No,1,3.6,Yellow,Good,33
200,No,Yes,No,1,3.5,Yellow,Good,14
300,No,No,No,1,3.7,Yellow,Good,89
200,No,No,No,1,3.6,Yellow,Good,75
300,No,Yes,No,1,3.7,Yellow,Good,29
200,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,1
100,No,No,No,1,0,White,Not rated,2
350,No,No,No,1,0,White,Not rated,2
200,No,No,No,1,0,White,Not rated,3
200,No,No,No,1,0,White,Not rated,1
350,No,No,No,1,0,White,Not rated,1
350,No,No,No,1,0,White,Not rated,1
350,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,3
450,No,Yes,No,1,0,White,Not rated,2
500,No,Yes,No,2,2.2,Red,Poor,19
1200,No,No,No,3,4.2,Green,Very Good,621
400,No,No,No,1,3.1,Orange,Average,7
200,No,No,No,1,3.4,Orange,Average,12
350,No,No,No,1,3,Orange,Average,6
100,No,No,No,1,3.1,Orange,Average,5
500,No,No,No,2,3.4,Orange,Average,40
200,No,No,No,1,3.2,Orange,Average,13
150,No,No,No,1,3,Orange,Average,5
300,No,No,No,1,3,Orange,Average,5
600,No,No,No,2,3.8,Yellow,Good,1585
400,No,No,No,1,3.9,Yellow,Good,635
200,No,No,No,1,3.5,Yellow,Good,12
300,No,No,No,1,3.6,Yellow,Good,22
100,No,No,No,1,3.8,Yellow,Good,75
700,No,No,No,2,3.8,Yellow,Good,40
300,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,3
600,No,No,No,2,0,White,Not rated,3
200,No,No,No,1,0,White,Not rated,2
100,No,No,No,1,0,White,Not rated,1
400,No,No,No,1,0,White,Not rated,2
400,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,4.2,Green,Very Good,69
200,No,No,No,1,4,Green,Very Good,115
800,No,No,No,2,4,Green,Very Good,4689
200,No,No,No,1,4.3,Green,Very Good,76
500,No,Yes,No,2,3.3,Orange,Average,86
650,No,Yes,No,2,3.3,Orange,Average,74
600,No,Yes,No,2,3.4,Orange,Average,49
800,No,Yes,No,2,3.2,Orange,Average,84
450,No,No,No,1,3.4,Orange,Average,50
600,No,No,No,2,2.7,Orange,Average,91
700,Yes,Yes,No,2,3.3,Orange,Average,23
700,No,No,No,2,3.4,Orange,Average,88
400,No,Yes,No,1,3,Orange,Average,70
400,No,Yes,No,1,3.2,Orange,Average,96
600,No,No,No,2,2.5,Orange,Average,85
700,No,Yes,No,2,3.4,Orange,Average,60
600,No,Yes,No,2,2.7,Orange,Average,82
1000,Yes,Yes,No,3,2.6,Orange,Average,105
600,No,Yes,No,2,2.5,Orange,Average,162
350,No,No,No,1,3.2,Orange,Average,62
450,No,No,No,1,3.4,Orange,Average,66
700,No,No,No,2,2.5,Orange,Average,46
700,No,Yes,No,2,3.4,Orange,Average,198
500,No,Yes,No,2,3.1,Orange,Average,69
500,No,Yes,No,2,3.4,Orange,Average,52
600,No,Yes,No,2,3,Orange,Average,182
1400,Yes,Yes,No,3,3.3,Orange,Average,85
800,No,Yes,Yes,2,3.4,Orange,Average,102
400,No,Yes,No,1,3.4,Orange,Average,69
450,No,Yes,No,1,2.7,Orange,Average,37
800,No,Yes,Yes,2,4.5,Dark Green,Excellent,50
600,No,No,No,2,3.5,Yellow,Good,40
1250,No,Yes,No,3,3.8,Yellow,Good,128
350,No,Yes,No,1,3.8,Yellow,Good,212
300,No,No,No,1,3.6,Yellow,Good,164
400,No,Yes,No,1,3.6,Yellow,Good,70
700,No,Yes,No,2,3.5,Yellow,Good,74
400,No,Yes,No,1,3.5,Yellow,Good,33
400,No,No,No,1,3.6,Yellow,Good,116
500,No,Yes,No,2,3.5,Yellow,Good,62
500,No,Yes,No,2,3.6,Yellow,Good,179
700,No,Yes,No,2,3.6,Yellow,Good,56
600,No,Yes,No,2,3.5,Yellow,Good,131
300,No,Yes,No,1,3.6,Yellow,Good,155
1300,Yes,Yes,No,3,3.5,Yellow,Good,100
400,No,Yes,No,1,3.7,Yellow,Good,32
500,No,Yes,No,2,3.5,Yellow,Good,87
450,Yes,Yes,No,1,3.7,Yellow,Good,61
250,No,No,No,1,1.9,Red,Poor,66
700,No,Yes,No,2,4.3,Green,Very Good,22
150,No,No,No,1,2.8,Orange,Average,15
300,No,Yes,No,1,2.8,Orange,Average,30
400,No,No,No,1,3.1,Orange,Average,7
250,No,No,No,1,2.9,Orange,Average,4
400,No,Yes,No,1,3.2,Orange,Average,45
400,No,Yes,No,1,3,Orange,Average,16
450,No,Yes,No,1,2.8,Orange,Average,5
500,No,Yes,No,2,2.7,Orange,Average,7
400,No,No,No,1,3.1,Orange,Average,9
350,No,No,No,1,3.1,Orange,Average,15
450,No,No,No,1,2.8,Orange,Average,25
200,No,No,No,1,3.2,Orange,Average,10
200,No,No,No,1,3.1,Orange,Average,42
500,No,Yes,No,2,3.4,Orange,Average,62
100,No,No,No,1,2.6,Orange,Average,17
450,No,No,No,1,2.9,Orange,Average,7
500,No,Yes,No,2,2.6,Orange,Average,9
600,No,No,No,2,3.3,Orange,Average,140
600,No,No,No,2,2.6,Orange,Average,15
200,No,No,No,1,3.1,Orange,Average,16
500,No,Yes,No,2,3.1,Orange,Average,21
400,No,No,No,1,2.8,Orange,Average,5
500,No,Yes,No,2,3.2,Orange,Average,24
500,No,No,No,2,3,Orange,Average,15
500,No,Yes,No,2,3.3,Orange,Average,78
650,No,Yes,No,2,3.3,Orange,Average,29
400,No,No,No,1,2.9,Orange,Average,5
900,No,Yes,No,2,3.5,Yellow,Good,107
900,No,Yes,No,2,3.9,Yellow,Good,55
150,No,No,No,1,3.6,Yellow,Good,32
500,No,Yes,No,2,3.5,Yellow,Good,32
400,No,No,No,1,3.5,Yellow,Good,19
600,No,Yes,No,2,0,White,Not rated,3
350,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,2
350,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
250,No,Yes,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,1
100,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,0
700,Yes,No,No,2,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,3
200,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,2
350,No,Yes,No,1,0,White,Not rated,1
400,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
800,Yes,Yes,No,2,2.3,Red,Poor,126
1600,No,No,No,3,4,Green,Very Good,744
200,No,No,No,1,4.1,Green,Very Good,352
600,No,No,No,2,3.3,Orange,Average,59
750,No,No,No,2,3.3,Orange,Average,81
450,No,No,No,1,3.1,Orange,Average,34
600,No,No,No,2,3.4,Orange,Average,31
2000,Yes,No,No,4,3.2,Orange,Average,40
500,No,Yes,No,2,3.2,Orange,Average,40
550,No,No,No,2,2.9,Orange,Average,7
1000,No,Yes,No,3,3.4,Orange,Average,116
150,No,No,No,1,3.2,Orange,Average,12
200,No,No,No,1,3,Orange,Average,5
3000,No,No,No,4,2.7,Orange,Average,16
350,No,No,No,1,3.2,Orange,Average,85
400,No,No,No,1,3,Orange,Average,7
800,Yes,No,No,2,3.1,Orange,Average,6
1100,Yes,No,No,3,3.2,Orange,Average,11
5000,No,No,No,4,4.9,Dark Green,Excellent,408
150,No,No,No,1,3.8,Yellow,Good,47
1200,Yes,No,No,3,3.9,Yellow,Good,450
700,No,No,No,2,3.7,Yellow,Good,49
650,No,Yes,No,2,3.7,Yellow,Good,223
200,No,No,No,1,3.7,Yellow,Good,475
1900,Yes,Yes,No,3,3.8,Yellow,Good,1347
1200,Yes,No,No,3,3.9,Yellow,Good,555
2100,Yes,No,No,4,3.9,Yellow,Good,299
500,No,Yes,No,2,3.8,Yellow,Good,158
1200,No,No,No,3,3.9,Yellow,Good,291
150,No,No,No,1,3.5,Yellow,Good,19
1250,Yes,No,No,3,3.6,Yellow,Good,1058
800,Yes,Yes,No,2,3.9,Yellow,Good,303
250,No,No,No,1,0,White,Not rated,1
400,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
1000,Yes,No,No,3,0,White,Not rated,3
500,No,No,No,2,0,White,Not rated,2
250,No,No,No,1,0,White,Not rated,3
1550,Yes,No,No,3,4.2,Green,Very Good,361
1350,Yes,No,No,3,4.2,Green,Very Good,162
500,No,Yes,No,2,4.2,Green,Very Good,1869
2000,Yes,No,No,4,4.1,Green,Very Good,501
450,No,No,No,1,3.1,Orange,Average,23
300,No,No,No,1,3.3,Orange,Average,33
300,No,No,No,1,2.9,Orange,Average,6
200,No,No,No,1,3,Orange,Average,15
400,No,No,No,1,3.1,Orange,Average,4
1000,Yes,No,No,3,2.6,Orange,Average,49
800,Yes,No,No,2,3.3,Orange,Average,14
500,No,No,No,2,2.8,Orange,Average,22
150,No,No,No,1,3.3,Orange,Average,15
950,Yes,Yes,No,2,2.8,Orange,Average,26
800,No,Yes,No,2,2.5,Orange,Average,47
1000,Yes,No,No,3,3.2,Orange,Average,8
500,No,Yes,No,2,2.8,Orange,Average,67
1500,Yes,No,No,3,3.3,Orange,Average,19
450,No,No,No,1,3.5,Yellow,Good,49
1000,Yes,No,No,3,3.8,Yellow,Good,92
500,No,Yes,No,2,3.7,Yellow,Good,78
600,No,Yes,No,2,3.8,Yellow,Good,170
550,No,Yes,No,2,3.8,Yellow,Good,80
200,No,No,No,1,0,White,Not rated,3
600,No,Yes,No,2,2.4,Red,Poor,76
3500,Yes,No,No,4,3.4,Orange,Average,120
3000,Yes,No,No,4,3.5,Yellow,Good,202
2500,Yes,No,No,4,3.4,Orange,Average,64
3000,Yes,No,No,4,3.2,Orange,Average,24
500,No,No,No,2,3.3,Orange,Average,17
3000,Yes,No,No,4,3.6,Yellow,Good,162
2500,Yes,No,No,4,3.5,Yellow,Good,79
400,No,Yes,No,1,3.1,Orange,Average,43
1250,Yes,Yes,No,3,2.8,Orange,Average,142
400,No,No,No,1,3.3,Orange,Average,10
900,Yes,Yes,No,2,3.2,Orange,Average,23
150,No,Yes,No,1,4.5,Dark Green,Excellent,665
300,No,No,No,1,3.2,Orange,Average,15
350,No,No,No,1,3,Orange,Average,27
150,No,No,No,1,2.7,Orange,Average,13
300,No,No,No,1,3.4,Orange,Average,53
500,No,No,No,2,3.2,Orange,Average,29
300,No,No,No,1,3.5,Yellow,Good,14
600,No,Yes,No,2,3.8,Yellow,Good,414
200,No,No,No,1,0,White,Not rated,1
400,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,2.3,Red,Poor,44
450,No,No,No,1,3.1,Orange,Average,35
4500,Yes,No,No,4,3.3,Orange,Average,15
300,No,No,No,1,3,Orange,Average,6
150,No,No,No,1,3.1,Orange,Average,9
150,No,No,No,1,3.3,Orange,Average,21
200,No,No,No,1,3.1,Orange,Average,9
500,No,Yes,No,2,3,Orange,Average,4
700,No,No,No,2,3.1,Orange,Average,13
600,No,No,No,2,3.1,Orange,Average,21
1550,Yes,No,No,3,3.6,Yellow,Good,455
700,No,Yes,No,2,3.5,Yellow,Good,367
600,No,Yes,No,2,3.8,Yellow,Good,540
400,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,0
1200,Yes,No,No,3,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,1
100,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,2
900,Yes,Yes,No,2,0,White,Not rated,0
700,No,No,No,2,0,White,Not rated,1
400,No,No,No,1,0,White,Not rated,0
1500,No,No,No,3,4.4,Green,Very Good,1521
300,No,No,No,1,4.2,Green,Very Good,729
1500,Yes,No,No,3,4.3,Green,Very Good,90
1750,No,No,No,3,3.2,Orange,Average,17
250,No,No,No,1,2.9,Orange,Average,11
300,No,No,No,1,2.6,Orange,Average,38
100,No,No,No,1,2.8,Orange,Average,9
300,No,No,No,1,2.7,Orange,Average,16
150,No,No,No,1,2.9,Orange,Average,7
200,No,Yes,No,1,3.4,Orange,Average,41
550,No,Yes,No,2,2.6,Orange,Average,58
200,No,No,No,1,2.9,Orange,Average,4
450,No,Yes,No,1,2.9,Orange,Average,33
200,No,Yes,No,1,3.1,Orange,Average,28
200,No,No,No,1,3.1,Orange,Average,100
550,No,No,No,2,3.2,Orange,Average,22
600,No,Yes,No,2,3,Orange,Average,4
400,No,No,No,1,2.9,Orange,Average,14
250,No,Yes,No,1,2.5,Orange,Average,13
600,No,No,No,2,2.8,Orange,Average,8
400,No,Yes,No,1,3.2,Orange,Average,17
200,No,No,No,1,3.2,Orange,Average,8
350,No,No,No,1,3.2,Orange,Average,26
500,No,Yes,No,2,3.3,Orange,Average,85
500,No,No,No,2,2.8,Orange,Average,14
250,No,No,No,1,3.4,Orange,Average,25
400,No,No,No,1,3.2,Orange,Average,10
250,No,No,No,1,2.8,Orange,Average,7
250,No,No,No,1,2.9,Orange,Average,10
350,No,No,No,1,3.2,Orange,Average,87
400,No,Yes,No,1,3.2,Orange,Average,57
450,No,Yes,No,1,2.6,Orange,Average,24
400,No,No,No,1,3,Orange,Average,5
150,No,No,No,1,3.1,Orange,Average,9
250,No,No,No,1,3.2,Orange,Average,14
550,No,Yes,No,2,3.4,Orange,Average,20
500,No,No,No,2,3.1,Orange,Average,11
350,No,No,No,1,3.2,Orange,Average,12
800,No,Yes,No,2,3.1,Orange,Average,70
250,No,Yes,No,1,3.3,Orange,Average,55
200,No,No,No,1,2.9,Orange,Average,4
450,No,No,No,1,3,Orange,Average,10
150,No,No,No,1,2.8,Orange,Average,10
250,No,No,No,1,3,Orange,Average,8
250,No,No,No,1,3.3,Orange,Average,91
700,No,No,No,2,3.3,Orange,Average,67
550,No,No,No,2,3.1,Orange,Average,92
350,No,Yes,No,1,2.7,Orange,Average,6
450,No,Yes,No,1,2.6,Orange,Average,24
650,No,No,No,2,3.2,Orange,Average,26
700,No,No,No,2,3.3,Orange,Average,17
400,No,Yes,No,1,3.4,Orange,Average,80
350,No,Yes,No,1,2.6,Orange,Average,23
550,No,Yes,No,2,2.7,Orange,Average,52
300,No,No,No,1,3.1,Orange,Average,11
600,No,Yes,No,2,3.6,Yellow,Good,30
800,Yes,No,No,2,3.6,Yellow,Good,108
600,No,Yes,No,2,3.6,Yellow,Good,22
750,No,Yes,No,2,3.7,Yellow,Good,89
800,No,No,No,2,3.5,Yellow,Good,30
600,No,Yes,No,2,3.6,Yellow,Good,36
400,No,Yes,No,1,3.5,Yellow,Good,80
200,No,No,No,1,3.8,Yellow,Good,71
900,No,Yes,No,2,3.8,Yellow,Good,492
150,No,No,No,1,3.6,Yellow,Good,94
1300,Yes,Yes,No,3,3.6,Yellow,Good,372
500,No,Yes,No,2,3.8,Yellow,Good,495
600,No,No,No,2,3.6,Yellow,Good,91
250,No,No,No,1,3.5,Yellow,Good,60
850,No,Yes,No,2,3.5,Yellow,Good,23
250,No,No,No,1,0,White,Not rated,3
200,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,3
350,No,Yes,No,1,2.4,Red,Poor,11
400,No,Yes,No,1,2.3,Red,Poor,9
400,No,Yes,No,1,2.3,Red,Poor,19
300,No,No,No,1,3.3,Orange,Average,86
250,No,Yes,No,1,2.5,Orange,Average,56
400,No,No,No,1,3.1,Orange,Average,10
450,No,No,No,1,3.3,Orange,Average,82
650,No,No,No,2,3.3,Orange,Average,26
300,No,No,No,1,3.4,Orange,Average,75
800,No,No,No,2,3.1,Orange,Average,77
450,No,No,No,1,3.4,Orange,Average,38
700,No,No,No,2,3.4,Orange,Average,36
1200,Yes,No,No,3,2.9,Orange,Average,4
500,No,No,No,2,2.8,Orange,Average,25
400,No,Yes,No,1,3.4,Orange,Average,41
550,No,No,No,2,3.1,Orange,Average,69
650,No,No,No,2,3.2,Orange,Average,69
800,No,No,No,2,3.3,Orange,Average,6
150,No,No,No,1,3.3,Orange,Average,49
800,Yes,No,No,2,3.2,Orange,Average,145
650,No,Yes,No,2,3.3,Orange,Average,41
400,No,Yes,No,1,2.9,Orange,Average,15
600,No,Yes,No,2,2.7,Orange,Average,109
300,No,No,No,1,2.7,Orange,Average,41
400,No,No,No,1,3.2,Orange,Average,28
750,No,No,No,2,3.4,Orange,Average,21
800,No,No,No,2,3.4,Orange,Average,21
300,No,No,No,1,3.3,Orange,Average,53
550,No,Yes,No,2,3.3,Orange,Average,145
600,No,No,No,2,3.1,Orange,Average,24
200,No,No,No,1,3.5,Yellow,Good,12
150,No,No,No,1,3.9,Yellow,Good,55
300,No,No,No,1,3.8,Yellow,Good,36
250,No,Yes,No,1,3.6,Yellow,Good,108
250,No,Yes,No,1,3.7,Yellow,Good,151
550,No,No,No,2,3.6,Yellow,Good,91
650,No,Yes,No,2,3.7,Yellow,Good,393
250,No,No,No,1,3.9,Yellow,Good,72
400,No,Yes,No,1,3.8,Yellow,Good,167
200,No,Yes,No,1,3.7,Yellow,Good,20
250,No,No,No,1,3.5,Yellow,Good,61
200,No,No,No,1,3.8,Yellow,Good,83
200,No,No,No,1,3.6,Yellow,Good,62
300,No,Yes,No,1,3.7,Yellow,Good,58
100,No,No,No,1,3.7,Yellow,Good,116
600,Yes,No,No,2,3.5,Yellow,Good,21
500,No,No,No,2,3.5,Yellow,Good,133
200,No,No,No,1,3.9,Yellow,Good,150
400,No,No,No,1,3.6,Yellow,Good,261
50,No,No,No,1,3.7,Yellow,Good,131
300,No,No,No,1,3.7,Yellow,Good,234
800,No,Yes,No,2,3.5,Yellow,Good,85
150,No,No,No,1,3.5,Yellow,Good,36
500,No,Yes,No,2,3.8,Yellow,Good,115
500,No,Yes,No,2,3.5,Yellow,Good,143
400,No,No,No,1,3.5,Yellow,Good,47
950,No,Yes,Yes,2,3.8,Yellow,Good,41
1900,Yes,No,No,3,3.6,Yellow,Good,346
150,No,No,No,1,3.9,Yellow,Good,223
300,No,No,No,1,3.5,Yellow,Good,97
500,No,Yes,No,2,3.6,Yellow,Good,24
300,No,Yes,No,1,3.6,Yellow,Good,25
100,No,Yes,No,1,3.5,Yellow,Good,15
400,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
600,Yes,Yes,No,2,4.2,Green,Very Good,300
400,No,No,No,1,4,Green,Very Good,108
700,No,No,No,2,3.1,Orange,Average,59
600,No,Yes,No,2,3.3,Orange,Average,36
600,No,No,No,2,3.1,Orange,Average,62
450,No,Yes,No,1,3.4,Orange,Average,44
100,No,No,No,1,4.1,Green,Very Good,187
350,No,No,No,1,3.2,Orange,Average,11
450,No,Yes,No,1,3.2,Orange,Average,27
350,No,No,No,1,3.4,Orange,Average,33
300,No,No,No,1,3.4,Orange,Average,32
200,No,No,No,1,3.3,Orange,Average,11
550,No,No,No,2,3.3,Orange,Average,87
850,Yes,Yes,No,2,2.6,Orange,Average,192
1000,Yes,No,No,3,3.4,Orange,Average,232
1300,No,Yes,No,3,3.2,Orange,Average,177
1500,Yes,No,No,3,3.2,Orange,Average,286
800,Yes,Yes,No,2,3.6,Yellow,Good,306
1000,No,Yes,No,3,3.5,Yellow,Good,63
800,Yes,No,No,2,3.5,Yellow,Good,159
800,Yes,No,No,2,3.7,Yellow,Good,28
400,No,No,No,1,3.5,Yellow,Good,40
1600,Yes,Yes,No,3,3.7,Yellow,Good,213
1150,Yes,Yes,No,3,3.7,Yellow,Good,160
250,No,No,No,1,3.8,Yellow,Good,300
1300,No,No,No,3,3.8,Yellow,Good,248
250,No,No,No,1,3.6,Yellow,Good,109
750,Yes,No,No,2,3.5,Yellow,Good,132
250,No,No,No,1,4,Green,Very Good,95
300,No,Yes,No,1,4,Green,Very Good,292
500,No,No,No,2,2.8,Orange,Average,39
250,No,No,No,1,3.4,Orange,Average,68
200,No,No,No,1,2.9,Orange,Average,92
800,Yes,No,No,2,3.4,Orange,Average,51
1100,Yes,Yes,No,3,3.2,Orange,Average,142
450,No,No,No,1,2.6,Orange,Average,21
450,No,Yes,No,1,2.5,Orange,Average,71
600,No,Yes,No,2,3.2,Orange,Average,71
600,No,Yes,No,2,3.4,Orange,Average,122
700,No,No,No,2,3,Orange,Average,39
700,No,No,No,2,3.4,Orange,Average,43
400,No,Yes,No,1,3.4,Orange,Average,38
400,No,Yes,No,1,2.7,Orange,Average,39
700,No,Yes,No,2,3.1,Orange,Average,73
200,No,No,No,1,2.9,Orange,Average,10
500,No,Yes,No,2,2.7,Orange,Average,32
150,No,No,No,1,2.9,Orange,Average,36
450,No,No,No,1,3.3,Orange,Average,36
750,Yes,Yes,No,2,3.1,Orange,Average,134
350,No,No,No,1,3.3,Orange,Average,55
600,No,No,No,2,2.9,Orange,Average,90
500,No,No,No,2,3.2,Orange,Average,60
400,No,No,No,1,2.7,Orange,Average,47
300,No,No,No,1,3.4,Orange,Average,43
350,No,No,No,1,3.3,Orange,Average,236
1100,Yes,Yes,No,3,2.6,Orange,Average,31
700,No,Yes,No,2,2.5,Orange,Average,38
800,Yes,No,No,2,3.1,Orange,Average,123
150,No,No,No,1,2.8,Orange,Average,9
350,No,No,No,1,3.3,Orange,Average,70
550,No,No,No,2,3.4,Orange,Average,114
550,No,No,No,2,2.7,Orange,Average,56
600,No,Yes,No,2,3.1,Orange,Average,247
450,No,Yes,No,1,3.1,Orange,Average,90
900,Yes,No,No,2,2.7,Orange,Average,84
650,No,Yes,No,2,3.3,Orange,Average,93
650,No,Yes,Yes,2,3.4,Orange,Average,44
400,No,No,No,1,3,Orange,Average,27
750,Yes,Yes,No,2,2.7,Orange,Average,68
400,No,Yes,No,1,3.3,Orange,Average,23
1400,Yes,No,No,3,3.2,Orange,Average,30
500,No,Yes,No,2,2.5,Orange,Average,69
350,No,No,No,1,2.6,Orange,Average,41
400,No,Yes,No,1,3.4,Orange,Average,36
